Date,Year,Season,Crop,State,District,Irrigation_Type,Area_ha,Fertilizer_Use,Yield_kg_ha,Production_tons
2015-12-09,2015,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Rainfed,554.03,132.0,800.0,443.22
2015-02-10,2015,Perennial,Sugarcane,Maharashtra,Pune,Tube Well,1026.44,80.0,113011.0,115999.01
2020-12-31,2020,Rabi,Wheat,Uttar Pradesh,Lucknow,Canal,1282.09,192.0,4837.0,6201.47
2020-12-03,2020,Rabi,Wheat,Punjab,Ludhiana,Tube Well,625.27,192.0,4490.0,2807.46
2019-12-02,2019,Perennial,Coffee,Karnataka,Belgaum,Tube Well,877.78,105.0,1106.0,970.82
2018-08-25,2018,Perennial,Tea,West Bengal,Darjeeling,Rainfed,1092.75,60.0,1006.0,1099.31
2025-04-11,2025,Rabi,Oilseeds,Maharashtra,Nagpur,Rainfed,934.43,145.0,2713.0,2535.11
2015-05-16,2015,Perennial,Coffee,Kerala,Thrissur,Drip,585.59,98.0,1467.0,859.06
2020-05-18,2020,Kharif,Pulses,Rajasthan,Udaipur,Tube Well,637.58,60.0,2249.0,1433.92
2015-09-14,2015,Kharif,Cotton,Gujarat,Ahmedabad,Tube Well,412.39,184.0,1087.0,448.27
2017-04-02,2017,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,18.85,200.0,2695.0,50.8
2021-02-23,2021,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,789.71,103.0,1960.0,1547.83
2023-09-01,2023,Rabi,Wheat,Uttar Pradesh,Varanasi,Canal,740.8,162.0,3352.0,2483.16
2019-09-13,2019,Kharif,Rice,Telangana,Hyderabad,Canal,709.25,60.0,3375.0,2393.72
2015-10-04,2015,Kharif,Oilseeds,Maharashtra,Nashik,Drip,1058.11,105.0,2742.0,2901.34
2025-03-21,2025,Rabi,Oilseeds,Rajasthan,Jaipur,Rainfed,284.29,66.0,1901.0,540.44
2022-02-11,2022,Kharif,Rice,Bihar,Muzaffarpur,Rainfed,545.86,58.0,3334.0,1819.9
2021-08-27,2021,Rabi,Pulses,Rajasthan,Jodhpur,Tube Well,382.54,138.0,1426.0,545.5
2016-11-23,2016,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,183.97,170.0,2134.0,392.59
2025-02-26,2025,Zaid,Coconut,Karnataka,Belgaum,Drip,138.23,118.0,13672.0,1889.88
2019-06-06,2019,Zaid,Coconut,Kerala,Ernakulam,Rainfed,439.42,129.0,6324.0,2778.89
2019-09-21,2019,Perennial,Sugarcane,Maharashtra,Pune,Rainfed,164.98,91.0,63014.0,10396.05
2021-08-22,2021,Rabi,Wheat,Bihar,Gaya,Canal,352.63,160.0,5506.0,1941.58
2017-12-23,2017,Zaid,Coconut,Kerala,Thrissur,Drip,157.01,104.0,9754.0,1531.48
2021-02-24,2021,Rabi,Wheat,Bihar,Gaya,Rainfed,709.85,60.0,2857.0,2028.04
2025-02-02,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,698.89,75.0,1140.0,796.73
2015-08-21,2015,Kharif,Maize,Andhra Pradesh,Chittoor,Canal,697.72,69.0,4677.0,3263.24
2019-09-08,2019,Kharif,Pulses,Rajasthan,Udaipur,Tube Well,293.01,115.0,1689.0,494.89
2017-12-15,2017,Rabi,Potato,Punjab,Amritsar,Tube Well,1495.0,60.0,27123.0,40548.88
2024-02-25,2024,Rabi,Potato,Bihar,Patna,Tube Well,31.0,171.0,22288.0,690.93
2024-07-08,2024,Perennial,Tea,Kerala,Kozhikode,Drip,250.43,186.0,3858.0,966.16
2025-03-25,2025,Kharif,Rice,Uttar Pradesh,Kanpur,Rainfed,425.22,87.0,2572.0,1093.67
2016-03-04,2016,Kharif,Rice,Andhra Pradesh,Visakhapatnam,Canal,433.88,123.0,5964.0,2587.66
2022-11-27,2022,Perennial,Tea,West Bengal,Howrah,Canal,261.35,128.0,2146.0,560.86
2020-07-22,2020,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,218.77,198.0,2100.0,459.42
2022-01-19,2022,Rabi,Potato,Bihar,Muzaffarpur,Canal,265.1,60.0,34838.0,9235.55
2020-03-26,2020,Rabi,Wheat,Rajasthan,Jaipur,Tube Well,358.96,150.0,3276.0,1175.95
2024-06-05,2024,Rabi,Pulses,Uttar Pradesh,Lucknow,Rainfed,592.67,102.0,1381.0,818.48
2024-09-12,2024,Kharif,Cotton,Maharashtra,Pune,Rainfed,834.67,125.0,542.0,452.39
2017-01-26,2017,Kharif,Maize,Karnataka,Hubli,Canal,570.7,83.0,6546.0,3735.8
2021-01-26,2021,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,154.9,74.0,3211.0,497.38
2017-08-01,2017,Rabi,Oilseeds,Maharashtra,Nagpur,Rainfed,1054.96,87.0,1720.0,1814.53
2025-03-07,2025,Rabi,Oilseeds,Maharashtra,Mumbai,Drip,619.13,61.0,2291.0,1418.43
2025-06-13,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,131.05,92.0,1302.0,170.63
2020-09-24,2020,Rabi,Potato,Bihar,Purnia,Tube Well,175.21,154.0,22409.0,3926.28
2019-10-23,2019,Perennial,Tea,West Bengal,Darjeeling,Rainfed,878.7,148.0,1599.0,1405.04
2019-02-26,2019,Kharif,Rice,Assam,Dibrugarh,Rainfed,565.36,133.0,2589.0,1463.72
2021-09-14,2021,Rabi,Potato,Uttar Pradesh,Lucknow,Rainfed,764.73,50.0,14579.0,11149.0
2024-05-20,2024,Rabi,Potato,Bihar,Gaya,Tube Well,313.02,69.0,33597.0,10516.53
2015-11-22,2015,Kharif,Pulses,Maharashtra,Mumbai,Drip,604.07,176.0,1863.0,1125.38
2024-09-30,2024,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,449.17,91.0,2749.0,1234.77
2019-08-08,2019,Rabi,Wheat,Uttar Pradesh,Lucknow,Tube Well,1320.13,187.0,4057.0,5355.77
2024-06-24,2024,Perennial,Coffee,Karnataka,Mysore,Canal,615.9,181.0,2211.0,1361.75
2023-09-22,2023,Perennial,Sugarcane,Tamil Nadu,Coimbatore,Drip,311.64,73.0,115359.0,35950.48
2016-10-13,2016,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,43.76,185.0,1604.0,70.19
2015-03-01,2015,Zaid,Coconut,Karnataka,Mysore,Tube Well,201.25,144.0,13690.0,2755.11
2015-08-02,2015,Kharif,Pulses,Uttar Pradesh,Varanasi,Canal,978.76,145.0,2455.0,2402.86
2020-09-18,2020,Rabi,Wheat,Punjab,Patiala,Tube Well,249.05,178.0,5634.0,1403.15
2016-06-13,2016,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,342.26,111.0,2412.0,825.53
2022-03-06,2022,Kharif,Cotton,Maharashtra,Nashik,Drip,911.65,160.0,726.0,661.86
2018-01-06,2018,Zaid,Coconut,Karnataka,Bangalore,Canal,345.97,150.0,10997.0,3804.63
2021-07-10,2021,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,538.59,166.0,2668.0,1436.96
2017-09-22,2017,Kharif,Cotton,Andhra Pradesh,Krishna,Canal,701.48,149.0,1694.0,1188.31
2022-05-04,2022,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,225.08,62.0,5393.0,1213.86
2015-06-24,2015,Kharif,Rice,Odisha,Bhubaneswar,Canal,808.55,94.0,4053.0,3277.05
2023-04-24,2023,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Rainfed,833.55,191.0,916.0,763.53
2023-09-17,2023,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,294.87,84.0,2243.0,661.39
2018-07-17,2018,Zaid,Coconut,Kerala,Ernakulam,Rainfed,645.37,121.0,7859.0,5071.96
2020-08-05,2020,Zaid,Coconut,Andhra Pradesh,Guntur,Tube Well,888.34,104.0,8859.0,7869.8
2015-11-08,2015,Kharif,Rice,Uttar Pradesh,Lucknow,Tube Well,1189.61,63.0,5796.0,6894.98
2019-05-02,2019,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,516.36,77.0,4371.0,2257.01
2019-10-12,2019,Kharif,Cotton,Gujarat,Ahmedabad,Tube Well,461.45,93.0,1236.0,570.35
2021-01-29,2021,Zaid,Coconut,Karnataka,Mysore,Drip,389.95,119.0,10364.0,4041.44
2022-10-26,2022,Rabi,Wheat,Rajasthan,Jodhpur,Rainfed,461.36,181.0,4274.0,1971.85
2021-03-06,2021,Rabi,Potato,West Bengal,Howrah,Canal,152.68,127.0,16433.0,2508.99
2019-08-23,2019,Perennial,Coffee,Kerala,Ernakulam,Rainfed,657.73,148.0,693.0,455.81
2018-01-10,2018,Kharif,Maize,Maharashtra,Mumbai,Rainfed,487.73,114.0,5951.0,2902.48
2024-06-04,2024,Kharif,Cotton,Telangana,Hyderabad,Tube Well,571.03,181.0,1239.0,707.51
2016-10-22,2016,Rabi,Oilseeds,Rajasthan,Jaipur,Tube Well,354.35,149.0,1817.0,643.85
2021-01-25,2021,Perennial,Tea,Assam,Kamrup,Rainfed,420.27,64.0,2242.0,942.25
2025-04-04,2025,Kharif,Rice,Telangana,Nizamabad,Tube Well,666.83,122.0,6479.0,4320.39
2018-01-24,2018,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,505.07,174.0,2666.0,1346.52
2016-01-28,2016,Kharif,Cotton,Gujarat,Rajkot,Rainfed,307.87,160.0,649.0,199.81
2025-04-08,2025,Rabi,Pulses,Maharashtra,Nagpur,Rainfed,105.75,186.0,1298.0,137.26
2015-10-17,2015,Kharif,Rice,Bihar,Purnia,Tube Well,841.83,84.0,3956.0,3330.28
2021-09-14,2021,Rabi,Oilseeds,Maharashtra,Nagpur,Tube Well,1151.51,197.0,3212.0,3698.65
2015-05-27,2015,Perennial,Sugarcane,Tamil Nadu,Madurai,Drip,189.3,93.0,135219.0,25596.96
2024-09-27,2024,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,254.49,58.0,2663.0,677.71
2018-05-16,2018,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,233.05,124.0,3752.0,874.4
2018-10-01,2018,Rabi,Potato,Uttar Pradesh,Kanpur,Rainfed,1406.8,67.0,10968.0,15429.78
2023-05-23,2023,Kharif,Rice,West Bengal,Howrah,Canal,233.21,152.0,6171.0,1439.14
2025-05-10,2025,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,91.6,185.0,15737.0,1441.51
2017-04-26,2017,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,153.65,188.0,1914.0,294.09
2017-04-22,2017,Kharif,Rice,Uttar Pradesh,Varanasi,Tube Well,1097.51,141.0,3614.0,3966.4
2018-08-22,2018,Rabi,Potato,Punjab,Amritsar,Canal,1333.15,130.0,34757.0,46336.29
2025-01-11,2025,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,320.76,199.0,1764.0,565.82
2019-01-05,2019,Rabi,Oilseeds,Maharashtra,Pune,Drip,185.54,137.0,4229.0,784.65
2019-11-27,2019,Kharif,Cotton,Gujarat,Rajkot,Tube Well,707.01,189.0,771.0,545.1
2024-10-23,2024,Perennial,Coffee,Kerala,Kozhikode,Drip,175.85,187.0,1525.0,268.17
2023-01-30,2023,Perennial,Coffee,Kerala,Thrissur,Rainfed,60.68,93.0,1449.0,87.93
2017-10-30,2017,Rabi,Potato,Uttar Pradesh,Varanasi,Canal,1330.48,52.0,35860.0,47711.01
2024-01-07,2024,Perennial,Tea,West Bengal,Darjeeling,Canal,959.22,116.0,2940.0,2820.11
2021-12-04,2021,Kharif,Rice,Odisha,Bhubaneswar,Canal,878.56,179.0,6820.0,5991.78
2023-02-16,2023,Rabi,Wheat,Bihar,Gaya,Rainfed,479.26,175.0,4426.0,2121.2
2016-12-08,2016,Rabi,Potato,Uttar Pradesh,Varanasi,Tube Well,448.06,141.0,38806.0,17387.42
2022-10-30,2022,Rabi,Wheat,Bihar,Purnia,Tube Well,772.09,73.0,3902.0,3012.7
2021-02-21,2021,Rabi,Oilseeds,Gujarat,Surat,Rainfed,224.79,66.0,2293.0,515.44
2018-07-25,2018,Kharif,Maize,Karnataka,Bangalore,Drip,275.19,193.0,7686.0,2115.11
2024-07-19,2024,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,211.99,113.0,1427.0,302.51
2020-03-01,2020,Kharif,Oilseeds,Maharashtra,Nagpur,Rainfed,1237.59,147.0,2968.0,3673.17
2018-04-04,2018,Kharif,Oilseeds,Maharashtra,Pune,Drip,951.47,186.0,3937.0,3745.94
2021-05-21,2021,Zaid,Coconut,Andhra Pradesh,Guntur,Canal,169.1,180.0,16448.0,2781.36
2023-09-18,2023,Kharif,Cotton,Gujarat,Surat,Tube Well,120.49,135.0,641.0,77.23
2023-05-22,2023,Kharif,Rice,Andhra Pradesh,Krishna,Rainfed,1012.95,123.0,3847.0,3896.82
2024-07-12,2024,Rabi,Potato,Bihar,Purnia,Tube Well,804.25,160.0,23276.0,18719.72
2017-11-14,2017,Rabi,Oilseeds,Gujarat,Ahmedabad,Rainfed,808.48,102.0,2014.0,1628.28
2021-12-15,2021,Perennial,Tea,West Bengal,Kolkata,Rainfed,223.75,144.0,2052.0,459.14
2016-09-14,2016,Rabi,Potato,West Bengal,Howrah,Canal,533.51,53.0,32492.0,17334.81
2018-10-25,2018,Kharif,Maize,Karnataka,Bangalore,Canal,666.97,174.0,4636.0,3092.07
2024-03-02,2024,Perennial,Tea,West Bengal,Howrah,Canal,1026.03,200.0,1944.0,1994.6
2017-12-12,2017,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,143.84,193.0,4448.0,639.8
2020-08-29,2020,Kharif,Rice,Tamil Nadu,Madurai,Tube Well,571.84,104.0,6246.0,3571.71
2025-03-05,2025,Rabi,Pulses,Uttar Pradesh,Kanpur,Tube Well,245.05,130.0,1156.0,283.28
2021-11-04,2021,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,183.1,85.0,8010.0,1466.63
2024-10-31,2024,Kharif,Cotton,Telangana,Warangal,Tube Well,188.12,95.0,511.0,96.13
2017-12-30,2017,Kharif,Cotton,Maharashtra,Pune,Rainfed,1088.68,119.0,1030.0,1121.34
2023-05-05,2023,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,211.24,162.0,3327.0,702.8
2023-10-21,2023,Kharif,Oilseeds,Gujarat,Vadodara,Tube Well,506.35,53.0,2464.0,1247.65
2021-05-07,2021,Rabi,Potato,Punjab,Patiala,Tube Well,617.6,109.0,30642.0,18924.5
2019-02-26,2019,Rabi,Potato,West Bengal,Howrah,Canal,954.26,133.0,29042.0,27713.62
2023-06-10,2023,Kharif,Rice,Bihar,Purnia,Tube Well,760.22,82.0,3324.0,2526.97
2016-02-23,2016,Perennial,Tea,Kerala,Kozhikode,Rainfed,55.48,62.0,1964.0,108.96
2017-07-12,2017,Zaid,Coconut,Kerala,Thrissur,Rainfed,63.0,131.0,10736.0,676.37
2017-12-28,2017,Rabi,Pulses,Rajasthan,Jaipur,Rainfed,390.33,146.0,1958.0,764.27
2020-02-15,2020,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,219.58,146.0,15599.0,3425.23
2016-10-07,2016,Kharif,Rice,Uttar Pradesh,Varanasi,Rainfed,420.62,103.0,4223.0,1776.28
2018-09-28,2018,Rabi,Potato,Bihar,Patna,Rainfed,794.69,86.0,10701.0,8503.98
2021-11-18,2021,Rabi,Pulses,Uttar Pradesh,Lucknow,Canal,201.67,83.0,1055.0,212.76
2020-07-18,2020,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,487.29,56.0,11293.0,5502.97
2021-02-05,2021,Zaid,Coconut,Karnataka,Belgaum,Tube Well,36.27,78.0,5402.0,195.93
2022-02-10,2022,Kharif,Pulses,Uttar Pradesh,Kanpur,Rainfed,186.16,173.0,1322.0,246.1
2024-02-16,2024,Perennial,Tea,Assam,Dibrugarh,Rainfed,255.94,50.0,1084.0,277.44
2020-11-06,2020,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Rainfed,615.89,57.0,1072.0,660.23
2016-12-28,2016,Perennial,Sugarcane,Maharashtra,Nashik,Drip,288.82,69.0,85401.0,24665.52
2025-08-31,2025,Perennial,Coffee,Tamil Nadu,Madurai,Canal,812.47,113.0,750.0,609.35
2016-12-12,2016,Kharif,Cotton,Telangana,Nizamabad,Canal,328.21,100.0,1531.0,502.49
2022-06-03,2022,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Tube Well,55.86,77.0,10751.0,600.55
2018-07-27,2018,Kharif,Cotton,Telangana,Warangal,Tube Well,791.17,67.0,510.0,403.5
2017-04-23,2017,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,661.27,191.0,2654.0,1755.01
2022-05-31,2022,Rabi,Wheat,Punjab,Ludhiana,Canal,931.66,187.0,3524.0,3283.17
2017-08-21,2017,Rabi,Wheat,Punjab,Ludhiana,Canal,1211.74,166.0,5329.0,6457.36
2021-10-15,2021,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,57.23,88.0,10679.0,611.16
2020-12-07,2020,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,222.37,99.0,1710.0,380.25
2024-06-02,2024,Rabi,Oilseeds,Gujarat,Rajkot,Rainfed,397.03,150.0,2706.0,1074.36
2024-01-03,2024,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Canal,1441.52,94.0,94950.0,136872.32
2022-02-23,2022,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,260.99,130.0,11882.0,3101.08
2019-05-21,2019,Kharif,Oilseeds,Maharashtra,Pune,Rainfed,19.56,148.0,2948.0,57.66
2017-03-27,2017,Perennial,Coffee,Tamil Nadu,Madurai,Drip,424.4,128.0,1099.0,466.42
2020-09-26,2020,Kharif,Cotton,Gujarat,Surat,Rainfed,19.22,112.0,701.0,13.47
2023-08-12,2023,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,126.52,102.0,14877.0,1882.24
2025-01-30,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,369.21,167.0,2001.0,738.79
2024-12-26,2024,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,265.48,161.0,1617.0,429.28
2023-05-21,2023,Rabi,Potato,Punjab,Patiala,Tube Well,58.77,154.0,21823.0,1282.54
2019-02-28,2019,Rabi,Potato,Uttar Pradesh,Varanasi,Canal,183.34,106.0,24447.0,4482.11
2024-05-04,2024,Kharif,Rice,Uttar Pradesh,Varanasi,Tube Well,830.82,166.0,4965.0,4125.02
2015-06-12,2015,Kharif,Maize,Telangana,Nizamabad,Rainfed,629.09,194.0,4376.0,2752.9
2022-02-03,2022,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,329.59,153.0,2688.0,885.94
2020-03-10,2020,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,295.28,111.0,11113.0,3281.45
2025-06-12,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,139.03,169.0,1137.0,158.08
2022-04-05,2022,Kharif,Pulses,Rajasthan,Jaipur,Tube Well,94.22,141.0,1990.0,187.5
2022-06-27,2022,Rabi,Pulses,Rajasthan,Udaipur,Rainfed,589.22,182.0,1874.0,1104.2
2023-02-28,2023,Kharif,Pulses,Rajasthan,Jaipur,Rainfed,244.06,157.0,1134.0,276.76
2025-08-09,2025,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Rainfed,654.05,165.0,96634.0,63203.47
2015-02-17,2015,Perennial,Tea,Kerala,Ernakulam,Rainfed,758.59,150.0,1663.0,1261.54
2022-04-22,2022,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,345.05,64.0,1842.0,635.58
2021-08-04,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,12.76,123.0,6124.0,78.14
2019-06-18,2019,Zaid,Coconut,Karnataka,Belgaum,Tube Well,1032.39,58.0,12138.0,12531.15
2024-07-26,2024,Rabi,Potato,Uttar Pradesh,Lucknow,Canal,31.04,117.0,22935.0,711.9
2016-07-30,2016,Perennial,Tea,West Bengal,Darjeeling,Rainfed,731.89,157.0,2629.0,1924.14
2022-04-20,2022,Rabi,Potato,West Bengal,Howrah,Canal,361.95,113.0,40503.0,14660.06
2017-03-23,2017,Zaid,Coconut,Kerala,Thrissur,Drip,381.61,50.0,9623.0,3672.23
2018-09-25,2018,Rabi,Pulses,Maharashtra,Nashik,Drip,716.0,105.0,2133.0,1527.23
2023-12-11,2023,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,291.84,60.0,741.0,216.25
2022-09-03,2022,Perennial,Sugarcane,Tamil Nadu,Madurai,Drip,854.06,167.0,80482.0,68736.46
2017-05-07,2017,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,745.26,168.0,2844.0,2119.52
2016-12-07,2016,Rabi,Potato,Bihar,Patna,Canal,95.55,171.0,33066.0,3159.46
2018-07-05,2018,Kharif,Oilseeds,Maharashtra,Mumbai,Drip,1042.33,55.0,2051.0,2137.82
2021-07-18,2021,Rabi,Pulses,Rajasthan,Udaipur,Tube Well,98.78,55.0,1067.0,105.4
2023-01-11,2023,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,65.39,186.0,1990.0,130.13
2021-07-06,2021,Kharif,Cotton,Telangana,Hyderabad,Tube Well,860.69,69.0,877.0,754.83
2021-01-19,2021,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,396.55,151.0,1708.0,677.31
2025-03-03,2025,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,115.3,169.0,3275.0,377.61
2023-05-08,2023,Zaid,Coconut,Karnataka,Hubli,Canal,631.25,117.0,11396.0,7193.72
2017-05-01,2017,Rabi,Potato,Uttar Pradesh,Kanpur,Tube Well,402.22,132.0,18165.0,7306.33
2018-07-24,2018,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,376.8,84.0,1891.0,712.53
2016-01-02,2016,Rabi,Potato,Bihar,Gaya,Canal,628.41,189.0,25215.0,15845.36
2017-09-21,2017,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,696.72,95.0,3307.0,2304.05
2024-06-19,2024,Rabi,Wheat,Punjab,Amritsar,Canal,14.59,83.0,3053.0,44.54
2018-03-05,2018,Kharif,Maize,Bihar,Patna,Tube Well,222.0,129.0,5158.0,1145.08
2020-06-16,2020,Kharif,Pulses,Uttar Pradesh,Varanasi,Tube Well,153.44,79.0,1616.0,247.96
2020-12-22,2020,Kharif,Oilseeds,Maharashtra,Mumbai,Drip,135.26,153.0,3739.0,505.74
2019-01-13,2019,Kharif,Cotton,Maharashtra,Pune,Tube Well,1230.05,127.0,1296.0,1594.14
2021-02-10,2021,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,655.9,72.0,1573.0,1031.73
2017-06-21,2017,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,527.02,60.0,1856.0,978.15
2015-12-19,2015,Rabi,Oilseeds,Maharashtra,Mumbai,Drip,839.55,71.0,1913.0,1606.06
2017-08-19,2017,Rabi,Pulses,Maharashtra,Pune,Rainfed,1103.88,70.0,1614.0,1781.66
2019-12-17,2019,Kharif,Oilseeds,Maharashtra,Mumbai,Drip,85.35,97.0,1906.0,162.68
2016-12-01,2016,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,56.6,175.0,14843.0,840.11
2018-05-16,2018,Kharif,Pulses,Maharashtra,Mumbai,Rainfed,419.08,59.0,1763.0,738.84
2021-09-26,2021,Rabi,Wheat,Rajasthan,Udaipur,Rainfed,584.42,69.0,3721.0,2174.63
2019-08-19,2019,Kharif,Maize,Telangana,Hyderabad,Tube Well,430.29,95.0,6983.0,3004.72
2023-09-19,2023,Kharif,Cotton,Maharashtra,Nagpur,Rainfed,659.61,133.0,606.0,399.72
2021-07-03,2021,Rabi,Pulses,Rajasthan,Udaipur,Tube Well,168.19,164.0,1836.0,308.8
2022-01-16,2022,Rabi,Potato,West Bengal,Howrah,Rainfed,716.74,188.0,13524.0,9693.19
2020-06-06,2020,Perennial,Coffee,Kerala,Kozhikode,Drip,711.4,112.0,934.0,664.45
2016-09-10,2016,Rabi,Potato,West Bengal,Darjeeling,Canal,369.17,66.0,13615.0,5026.25
2021-05-30,2021,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Canal,932.59,82.0,104767.0,97704.66
2023-11-07,2023,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,272.24,93.0,2020.0,549.92
2020-01-26,2020,Kharif,Oilseeds,Gujarat,Ahmedabad,Rainfed,953.34,168.0,3153.0,3005.88
2023-10-24,2023,Kharif,Cotton,Andhra Pradesh,Guntur,Rainfed,575.2,153.0,836.0,480.87
2025-02-20,2025,Kharif,Pulses,Maharashtra,Nagpur,Rainfed,447.92,81.0,1501.0,672.33
2018-08-14,2018,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,341.84,176.0,3159.0,1079.87
2017-07-30,2017,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,82.07,179.0,4143.0,340.02
2021-10-01,2021,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,694.23,182.0,4147.0,2878.97
2025-07-30,2025,Perennial,Coffee,Kerala,Kozhikode,Drip,766.87,91.0,1260.0,966.26
2020-11-05,2020,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,196.19,70.0,5454.0,1070.02
2022-04-07,2022,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,184.86,66.0,1182.0,218.5
2019-12-06,2019,Kharif,Pulses,Uttar Pradesh,Lucknow,Tube Well,1000.34,110.0,2144.0,2144.73
2025-04-13,2025,Kharif,Cotton,Telangana,Hyderabad,Rainfed,412.62,114.0,670.0,276.46
2024-03-24,2024,Kharif,Rice,Odisha,Bhubaneswar,Canal,234.55,180.0,6587.0,1544.98
2023-02-03,2023,Kharif,Cotton,Gujarat,Rajkot,Rainfed,55.74,90.0,972.0,54.18
2022-08-14,2022,Rabi,Potato,West Bengal,Howrah,Canal,979.78,144.0,34052.0,33363.47
2020-04-10,2020,Kharif,Maize,Telangana,Nizamabad,Rainfed,719.09,168.0,6054.0,4353.37
2020-10-18,2020,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,582.01,90.0,1660.0,966.14
2023-02-06,2023,Perennial,Tea,West Bengal,Howrah,Canal,489.43,90.0,2526.0,1236.3
2021-03-17,2021,Rabi,Oilseeds,Maharashtra,Nashik,Drip,981.7,150.0,1513.0,1485.31
2019-11-03,2019,Perennial,Tea,Assam,Kamrup,Rainfed,469.17,159.0,1944.0,912.07
2016-01-28,2016,Kharif,Maize,Karnataka,Bangalore,Canal,418.51,194.0,7397.0,3095.72
2017-05-02,2017,Kharif,Cotton,Telangana,Hyderabad,Rainfed,760.04,177.0,1319.0,1002.49
2023-11-28,2023,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,799.02,173.0,3702.0,2957.97
2017-06-10,2017,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,810.36,154.0,4051.0,3282.77
2021-03-14,2021,Kharif,Rice,Andhra Pradesh,Guntur,Tube Well,933.67,68.0,4317.0,4030.65
2024-02-06,2024,Rabi,Pulses,Maharashtra,Nashik,Tube Well,974.29,171.0,1320.0,1286.06
2022-06-22,2022,Rabi,Wheat,Haryana,Hisar,Tube Well,913.85,190.0,4203.0,3840.91
2022-07-02,2022,Rabi,Potato,Bihar,Patna,Canal,855.08,109.0,17021.0,14554.32
2020-10-19,2020,Rabi,Oilseeds,Maharashtra,Nashik,Rainfed,646.07,97.0,1088.0,702.92
